Measure,Metric,Risk,Cause,Location,Age,Sex,Year,Value,Upper,Lower
DALYs,Number,Air pollution,All causes,Netherlands,All ages,Both sexes,1990,190029.50,295523.63,93996.77
DALYs,Rate,Air pollution,All causes,Netherlands,All ages,Both sexes,1990,1273.37,1980.28,629.86
DALYs,Rate,Air pollution,All causes,Netherlands,Age-standardized,Both sexes,1990,994.91,1530.82,501.89
DALYs,Rate,Air pollution,All causes,Serbia,Age-standardized,Both sexes,1990,3885.49,4582.82,3116.18
DALYs,Number,Air pollution,All causes,Albania,All ages,Both sexes,1990,106419.59,131319.85,80361.94
DALYs,Rate,Air pollution,All causes,Albania,All ages,Both sexes,1990,3215.17,3967.46,2427.91
DALYs,Rate,Air pollution,All causes,Croatia,Age-standardized,Both sexes,1990,2153.72,2926.10,1387.07
DALYs,Number,Air pollution,All causes,Slovenia,All ages,Both sexes,1990,37632.71,55369.70,22635.22
DALYs,Rate,Air pollution,All causes,Ireland,Age-standardized,Both sexes,1990,816.93,1443.80,281.10
DALYs,Rate,Air pollution,All causes,France,Age-standardized,Both sexes,1990,618.74,977.01,303.06
DALYs,Number,Air pollution,All causes,Montenegro,All ages,Both sexes,1990,16188.12,19847.72,11895.63
DALYs,Rate,Air pollution,All causes,Montenegro,All ages,Both sexes,1990,2587.08,3171.93,1901.08
DALYs,Rate,Air pollution,All causes,Montenegro,Age-standardized,Both sexes,1990,2655.34,3246.18,1966.51
DALYs,Number,Air pollution,All causes,Switzerland,All ages,Both sexes,1990,74669.06,119945.21,34920.69
DALYs,Rate,Air pollution,All causes,Switzerland,All ages,Both sexes,1990,1087.61,1747.10,508.65
DALYs,Rate,Air pollution,All causes,Slovenia,All ages,Both sexes,1990,1909.24,2809.10,1148.37
DALYs,Rate,Air pollution,All causes,Slovenia,Age-standardized,Both sexes,1990,1603.01,2351.69,986.30
DALYs,Rate,Air pollution,All causes,Italy,Age-standardized,Both sexes,1990,1084.91,1526.49,656.44
DALYs,Rate,Air pollution,All causes,Andorra,Age-standardized,Both sexes,1990,485.95,854.81,183.17
DALYs,Number,Air pollution,All causes,Belarus,All ages,Both sexes,1990,274293.92,400526.27,159590.23
DALYs,Rate,Air pollution,All causes,Belarus,All ages,Both sexes,1990,2619.71,3825.32,1524.20
DALYs,Number,Air pollution,All causes,Romania,All ages,Both sexes,1990,800807.27,1030649.44,571345.46
DALYs,Rate,Air pollution,All causes,Romania,All ages,Both sexes,1990,3422.76,4405.13,2442.01
DALYs,Number,Air pollution,All causes,Russian Federation,All ages,Both sexes,1990,3316794.82,5119514.36,1641038.66
DALYs,Rate,Air pollution,All causes,Russian Federation,All ages,Both sexes,1990,2196.21,3389.88,1086.61
DALYs,Rate,Air pollution,All causes,Russian Federation,Age-standardized,Both sexes,1990,1942.25,2993.77,995.32
DALYs,Rate,Air pollution,All causes,Romania,Age-standardized,Both sexes,1990,3184.06,4127.12,2248.17
DALYs,Rate,Air pollution,All causes,Belarus,Age-standardized,Both sexes,1990,2222.49,3227.89,1303.92
DALYs,Number,Air pollution,All causes,Bulgaria,All ages,Both sexes,1990,396844.07,518609.07,276955.49
DALYs,Rate,Air pollution,All causes,Bulgaria,All ages,Both sexes,1990,4571.32,5973.95,3190.30
DALYs,Number,Air pollution,All causes,Ireland,All ages,Both sexes,1990,32418.11,57518.61,11087.81
DALYs,Rate,Air pollution,All causes,Ireland,All ages,Both sexes,1990,900.19,1597.18,307.89
DALYs,Number,Air pollution,All causes,Greece,All ages,Both sexes,1990,153624.64,237786.88,78988.27
DALYs,Rate,Air pollution,All causes,Greece,All ages,Both sexes,1990,1478.65,2288.71,760.27
DALYs,Rate,Air pollution,All causes,Greece,Age-standardized,Both sexes,1990,1083.10,1634.45,565.35
DALYs,Rate,Air pollution,All causes,Switzerland,Age-standardized,Both sexes,1990,758.68,1194.80,362.20
DALYs,Number,Air pollution,All causes,Italy,All ages,Both sexes,1990,896164.46,1277960.97,526917.72
DALYs,Rate,Air pollution,All causes,Italy,All ages,Both sexes,1990,1577.80,2250.00,927.70
DALYs,Number,Air pollution,All causes,Cyprus,All ages,Both sexes,1990,9027.25,14486.98,4407.80
DALYs,Rate,Air pollution,All causes,Cyprus,All ages,Both sexes,1990,1160.31,1862.07,566.55
DALYs,Number,Air pollution,All causes,Austria,All ages,Both sexes,1990,109269.01,165901.94,57914.62
DALYs,Number,Air pollution,All causes,Slovakia,All ages,Both sexes,1990,143345.03,207647.38,84166.53
DALYs,Rate,Air pollution,All causes,Albania,Age-standardized,Both sexes,1990,3902.72,4678.55,3088.48
DALYs,Number,Air pollution,All causes,Portugal,All ages,Both sexes,1990,99159.27,173334.41,37339.03
DALYs,Rate,Air pollution,All causes,Portugal,All ages,Both sexes,1990,978.18,1709.90,368.34
DALYs,Rate,Air pollution,All causes,North Macedonia,Age-standardized,Both sexes,1990,4462.92,5172.53,3629.33
DALYs,Number,Air pollution,All causes,Latvia,All ages,Both sexes,1990,73097.83,105763.03,42816.82
DALYs,Rate,Air pollution,All causes,Latvia,All ages,Both sexes,1990,2749.40,3978.02,1610.45
DALYs,Number,Air pollution,All causes,Malta,All ages,Both sexes,1990,4204.29,6797.63,1988.14
DALYs,Rate,Air pollution,All causes,Malta,All ages,Both sexes,1990,1134.18,1833.78,536.33
DALYs,Number,Air pollution,All causes,Finland,All ages,Both sexes,1990,30925.51,65532.26,4764.02
DALYs,Rate,Air pollution,All causes,Finland,All ages,Both sexes,1990,617.26,1307.99,95.09
DALYs,Number,Air pollution,All causes,San Marino,All ages,Both sexes,1990,118.53,227.03,36.14
DALYs,Rate,Air pollution,All causes,San Marino,All ages,Both sexes,1990,503.17,963.78,153.44
DALYs,Rate,Air pollution,All causes,Bulgaria,Age-standardized,Both sexes,1990,3493.29,4555.61,2433.57
DALYs,Rate,Air pollution,All causes,Austria,All ages,Both sexes,1990,1406.56,2135.56,745.50
DALYs,Rate,Air pollution,All causes,Austria,Age-standardized,Both sexes,1990,981.00,1477.77,535.06
DALYs,Rate,Air pollution,All causes,Republic of Moldova,Age-standardized,Both sexes,1990,3754.25,4591.81,2835.05
DALYs,Number,Air pollution,All causes,Czechia,All ages,Both sexes,1990,308344.58,441948.04,177214.90
DALYs,Rate,Air pollution,All causes,Czechia,All ages,Both sexes,1990,2994.37,4291.81,1720.96
DALYs,Rate,Air pollution,All causes,Czechia,Age-standardized,Both sexes,1990,2332.45,3322.91,1368.21
DALYs,Number,Air pollution,All causes,Andorra,All ages,Both sexes,1990,257.76,460.25,94.63
DALYs,Rate,Air pollution,All causes,Andorra,All ages,Both sexes,1990,476.52,850.86,174.94
DALYs,Rate,Air pollution,All causes,Cyprus,Age-standardized,Both sexes,1990,1193.71,1913.70,603.11
DALYs,Rate,Air pollution,All causes,Latvia,Age-standardized,Both sexes,1990,2135.11,3091.20,1266.69
DALYs,Rate,Air pollution,All causes,Portugal,Age-standardized,Both sexes,1990,771.29,1325.81,301.53
DALYs,Rate,Air pollution,All causes,United Kingdom,Age-standardized,Both sexes,1990,1025.33,1658.57,470.04
DALYs,Number,Air pollution,All causes,North Macedonia,All ages,Both sexes,1990,81486.06,94161.90,66337.46
DALYs,Rate,Air pollution,All causes,North Macedonia,All ages,Both sexes,1990,4043.08,4672.01,3291.45
DALYs,Rate,Air pollution,All causes,Finland,Age-standardized,Both sexes,1990,458.71,955.39,80.18
DALYs,Rate,Air pollution,All causes,San Marino,Age-standardized,Both sexes,1990,386.66,729.41,125.36
DALYs,Number,Air pollution,All causes,Sweden,All ages,Both sexes,1990,54273.84,109721.51,11646.34
DALYs,Rate,Air pollution,All causes,Sweden,All ages,Both sexes,1990,631.91,1277.48,135.60
DALYs,Rate,Air pollution,All causes,Sweden,Age-standardized,Both sexes,1990,388.30,775.83,86.46
DALYs,Number,Air pollution,All causes,Poland,All ages,Both sexes,1990,1283892.47,1608745.06,944092.80
DALYs,Rate,Air pollution,All causes,Poland,All ages,Both sexes,1990,3364.69,4216.03,2474.18
DALYs,Rate,Air pollution,All causes,Poland,Age-standardized,Both sexes,1990,3064.97,3824.72,2256.31
DALYs,Number,Air pollution,All causes,Germany,All ages,Both sexes,1990,1336001.20,2079350.42,663994.98
DALYs,Number,Air pollution,All causes,Norway,All ages,Both sexes,1990,34789.99,64992.87,10163.79
DALYs,Rate,Air pollution,All causes,Norway,All ages,Both sexes,1990,819.19,1530.36,239.32
DALYs,Number,Air pollution,All causes,Republic of Moldova,All ages,Both sexes,1990,160220.29,195625.65,120615.15
DALYs,Rate,Air pollution,All causes,Republic of Moldova,All ages,Both sexes,1990,3603.41,4399.69,2712.68
DALYs,Rate,Air pollution,All causes,Germany,All ages,Both sexes,1990,1671.23,2601.10,830.60
DALYs,Rate,Air pollution,All causes,Germany,Age-standardized,Both sexes,1990,1110.80,1716.10,561.88
DALYs,Rate,Air pollution,All causes,Malta,Age-standardized,Both sexes,1990,1011.45,1613.66,478.08
DALYs,Number,Air pollution,All causes,United Kingdom,All ages,Both sexes,1990,866393.10,1420660.80,384345.92
DALYs,Rate,Air pollution,All causes,United Kingdom,All ages,Both sexes,1990,1507.47,2471.87,668.74
DALYs,Rate,Air pollution,All causes,Norway,Age-standardized,Both sexes,1990,558.31,1020.31,171.51
DALYs,Rate,Air pollution,All causes,Slovakia,All ages,Both sexes,1990,2713.38,3930.56,1593.19
DALYs,Rate,Air pollution,All causes,Slovakia,Age-standardized,Both sexes,1990,2479.98,3560.85,1476.27
DALYs,Number,Air pollution,All causes,Monaco,All ages,Both sexes,1990,254.24,516.77,42.35
DALYs,Rate,Air pollution,All causes,Monaco,All ages,Both sexes,1990,835.21,1697.66,139.12
DALYs,Number,Air pollution,All causes,Iceland,All ages,Both sexes,1990,706.21,1635.42,105.60
DALYs,Rate,Air pollution,All causes,Iceland,All ages,Both sexes,1990,278.07,643.94,41.58
DALYs,Number,Air pollution,All causes,Bosnia and Herzegovina,All ages,Both sexes,1990,141003.21,156961.08,123321.42
DALYs,Rate,Air pollution,All causes,Iceland,Age-standardized,Both sexes,1990,256.73,588.44,41.38
DALYs,Number,Air pollution,All causes,Estonia,All ages,Both sexes,1990,26828.60,42586.36,13077.51
DALYs,Number,Air pollution,All causes,Ukraine,All ages,Both sexes,1990,1519400.94,2221817.73,850173.55
DALYs,Rate,Air pollution,All causes,Ukraine,All ages,Both sexes,1990,2885.13,4218.92,1614.36
DALYs,Rate,Air pollution,All causes,Ukraine,Age-standardized,Both sexes,1990,2250.33,3271.95,1269.97
DALYs,Rate,Air pollution,All causes,Estonia,All ages,Both sexes,1990,1710.24,2714.75,833.65
DALYs,Rate,Air pollution,All causes,Estonia,Age-standardized,Both sexes,1990,1382.88,2185.25,708.47
DALYs,Rate,Air pollution,All causes,Monaco,Age-standardized,Both sexes,1990,405.72,817.96,74.74
DALYs,Rate,Air pollution,All causes,Spain,Age-standardized,Both sexes,1990,696.56,1137.38,312.21
DALYs,Rate,Air pollution,All causes,Bosnia and Herzegovina,All ages,Both sexes,1990,3107.20,3458.85,2717.56
DALYs,Rate,Air pollution,All causes,Bosnia and Herzegovina,Age-standardized,Both sexes,1990,3559.96,3971.66,3116.93
DALYs,Number,Air pollution,All causes,Belgium,All ages,Both sexes,1990,150043.36,231345.59,75539.12
DALYs,Rate,Air pollution,All causes,Belgium,All ages,Both sexes,1990,1503.51,2318.19,756.94
DALYs,Rate,Air pollution,All causes,Belgium,Age-standardized,Both sexes,1990,1035.57,1590.68,522.62
DALYs,Number,Air pollution,All causes,Spain,All ages,Both sexes,1990,351644.89,573969.22,153299.54
DALYs,Rate,Air pollution,All causes,Spain,All ages,Both sexes,1990,906.74,1480.01,395.29
DALYs,Number,Air pollution,All causes,Denmark,All ages,Both sexes,1990,76892.71,126515.32,33870.70
DALYs,Rate,Air pollution,All causes,Denmark,All ages,Both sexes,1990,1494.74,2459.36,658.42
DALYs,Rate,Air pollution,All causes,Denmark,Age-standardized,Both sexes,1990,1019.39,1656.76,458.59
DALYs,Number,Air pollution,All causes,Hungary,All ages,Both sexes,2019,191495.12,241794.68,144804.74
DALYs,Rate,Air pollution,All causes,Croatia,Age-standardized,Both sexes,2019,842.58,1071.47,639.85
DALYs,Number,Air pollution,All causes,Ireland,All ages,Both sexes,2019,11663.92,17582.48,6165.16
DALYs,Rate,Air pollution,All causes,Ireland,All ages,Both sexes,2019,237.54,358.07,125.55
DALYs,Rate,Air pollution,All causes,Hungary,All ages,Both sexes,2019,1979.40,2499.32,1496.78
DALYs,Rate,Air pollution,All causes,Hungary,Age-standardized,Both sexes,2019,1080.57,1378.18,811.64
DALYs,Rate,Air pollution,All causes,United Kingdom,Age-standardized,Both sexes,2019,286.62,386.55,195.88
DALYs,Rate,Air pollution,All causes,Republic of Moldova,Age-standardized,Both sexes,2019,1055.68,1474.62,654.85
DALYs,Number,Air pollution,All causes,North Macedonia,All ages,Both sexes,2019,75066.20,94472.93,59310.38
DALYs,Rate,Air pollution,All causes,North Macedonia,All ages,Both sexes,2019,3487.02,4388.52,2755.12
DALYs,Rate,Air pollution,All causes,France,Age-standardized,Both sexes,2019,230.13,298.05,166.17
DALYs,Number,Air pollution,All causes,Czechia,All ages,Both sexes,2019,146224.70,183889.27,111662.80
DALYs,Rate,Air pollution,All causes,Czechia,All ages,Both sexes,2019,1373.84,1727.72,1049.12
DALYs,Rate,Air pollution,All causes,Czechia,Age-standardized,Both sexes,2019,738.25,937.12,566.17
DALYs,Number,Air pollution,All causes,Greece,All ages,Both sexes,2019,114643.12,141075.88,88104.15
DALYs,Rate,Air pollution,All causes,Greece,All ages,Both sexes,2019,1109.04,1364.74,852.30
DALYs,Rate,Air pollution,All causes,Greece,Age-standardized,Both sexes,2019,546.39,672.61,423.88
DALYs,Number,Air pollution,All causes,Monaco,All ages,Both sexes,2019,310.09,444.15,188.76
DALYs,Rate,Air pollution,All causes,Monaco,All ages,Both sexes,2019,825.32,1182.13,502.40
DALYs,Number,Air pollution,All causes,Russian Federation,All ages,Both sexes,2019,1766735.33,2540679.38,1020362.62
DALYs,Rate,Air pollution,All causes,Russian Federation,All ages,Both sexes,2019,1204.18,1731.68,695.46
DALYs,Rate,Air pollution,All causes,Russian Federation,Age-standardized,Both sexes,2019,799.58,1140.83,467.52
DALYs,Rate,Air pollution,All causes,Germany,All ages,Both sexes,2019,708.04,906.73,520.24
DALYs,Rate,Air pollution,All causes,Germany,Age-standardized,Both sexes,2019,351.13,449.50,258.62
DALYs,Number,Air pollution,All causes,Iceland,All ages,Both sexes,2019,395.39,759.84,108.59
DALYs,Rate,Air pollution,All causes,Iceland,All ages,Both sexes,2019,114.65,220.32,31.49
DALYs,Rate,Air pollution,All causes,Monaco,Age-standardized,Both sexes,2019,365.97,529.70,222.25
DALYs,Rate,Air pollution,All causes,Iceland,Age-standardized,Both sexes,2019,79.09,148.54,22.40
DALYs,Number,Air pollution,All causes,Ukraine,All ages,Both sexes,2019,1022953.99,1444449.23,639362.67
DALYs,Rate,Air pollution,All causes,Ukraine,All ages,Both sexes,2019,2322.66,3279.68,1451.70
DALYs,Rate,Air pollution,All causes,Ukraine,Age-standardized,Both sexes,2019,1451.70,2049.44,908.88
DALYs,Number,Air pollution,All causes,Estonia,All ages,Both sexes,2019,4253.04,7803.02,1553.25
DALYs,Number,Air pollution,All causes,Spain,All ages,Both sexes,2019,219313.97,296872.94,150556.75
DALYs,Rate,Air pollution,All causes,Spain,All ages,Both sexes,2019,476.55,645.08,327.15
DALYs,Number,Air pollution,All causes,Slovenia,All ages,Both sexes,2019,19930.64,26142.05,14788.92
DALYs,Number,Air pollution,All causes,Austria,All ages,Both sexes,2019,52436.25,66582.34,39273.41
DALYs,Rate,Air pollution,All causes,Serbia,Age-standardized,Both sexes,2019,1762.12,2222.57,1385.69
DALYs,Number,Air pollution,All causes,Albania,All ages,Both sexes,2019,48185.20,63477.07,35227.62
DALYs,Rate,Air pollution,All causes,Albania,All ages,Both sexes,2019,1771.28,2333.41,1294.96
DALYs,Rate,Air pollution,All causes,Italy,Age-standardized,Both sexes,2019,380.63,462.93,304.44
DALYs,Number,Air pollution,All causes,Portugal,All ages,Both sexes,2019,45259.95,65731.33,26960.93
DALYs,Rate,Air pollution,All causes,Portugal,All ages,Both sexes,2019,424.93,617.12,253.12
DALYs,Number,Air pollution,All causes,Cyprus,All ages,Both sexes,2019,9840.94,12407.08,7558.99
DALYs,Rate,Air pollution,All causes,Cyprus,All ages,Both sexes,2019,749.23,944.60,575.49
DALYs,Number,Air pollution,All causes,Serbia,All ages,Both sexes,2019,264966.96,334348.98,207738.15
DALYs,Rate,Air pollution,All causes,Serbia,All ages,Both sexes,2019,3029.31,3822.54,2375.02
DALYs,Rate,Air pollution,All causes,Slovenia,All ages,Both sexes,2019,960.85,1260.30,712.97
DALYs,Rate,Air pollution,All causes,Slovenia,Age-standardized,Both sexes,2019,492.17,642.83,366.12
DALYs,Number,Air pollution,All causes,Bosnia and Herzegovina,All ages,Both sexes,2019,105742.01,134876.15,83860.11
DALYs,Number,Air pollution,All causes,Netherlands,All ages,Both sexes,2019,101185.60,128818.35,73921.74
DALYs,Rate,Air pollution,All causes,Netherlands,All ages,Both sexes,2019,589.77,750.83,430.86
DALYs,Rate,Air pollution,All causes,Netherlands,Age-standardized,Both sexes,2019,323.45,412.76,236.70
DALYs,Number,Air pollution,All causes,Luxembourg,All ages,Both sexes,2019,2317.20,3168.54,1536.10
DALYs,Rate,Air pollution,All causes,Luxembourg,All ages,Both sexes,2019,374.62,512.25,248.34
DALYs,Rate,Air pollution,All causes,Austria,All ages,Both sexes,2019,588.10,746.76,440.47
DALYs,Rate,Air pollution,All causes,Austria,Age-standardized,Both sexes,2019,317.61,399.40,236.94
DALYs,Number,Air pollution,All causes,Croatia,All ages,Both sexes,2019,69108.48,87564.59,52210.69
DALYs,Rate,Air pollution,All causes,Croatia,All ages,Both sexes,2019,1626.88,2061.36,1229.09
DALYs,Number,Air pollution,All causes,Belarus,All ages,Both sexes,2019,185350.27,254449.12,129337.32
DALYs,Rate,Air pollution,All causes,Belarus,All ages,Both sexes,2019,1950.89,2678.19,1361.33
DALYs,Number,Air pollution,All causes,Belgium,All ages,Both sexes,2019,75473.41,95268.50,56293.24
DALYs,Rate,Air pollution,All causes,Belgium,All ages,Both sexes,2019,660.94,834.29,492.97
DALYs,Number,Air pollution,All causes,Lithuania,All ages,Both sexes,2019,26269.22,37187.73,16944.39
DALYs,Rate,Air pollution,All causes,Lithuania,All ages,Both sexes,2019,940.13,1330.88,606.41
DALYs,Rate,Air pollution,All causes,Luxembourg,Age-standardized,Both sexes,2019,243.11,330.99,160.57
DALYs,Rate,Air pollution,All causes,Portugal,Age-standardized,Both sexes,2019,206.58,297.68,123.89
DALYs,Number,Air pollution,All causes,Italy,All ages,Both sexes,2019,504649.75,615494.15,403099.76
DALYs,Rate,Air pollution,All causes,Italy,All ages,Both sexes,2019,836.72,1020.50,668.34
DALYs,Rate,Air pollution,All causes,Malta,Age-standardized,Both sexes,2019,403.35,517.46,296.36
DALYs,Number,Air pollution,All causes,France,All ages,Both sexes,2019,270643.28,347229.58,194893.40
DALYs,Rate,Air pollution,All causes,France,All ages,Both sexes,2019,408.80,524.48,294.38
DALYs,Number,Air pollution,All causes,Slovakia,All ages,Both sexes,2019,78451.60,99734.81,58169.93
DALYs,Rate,Air pollution,All causes,Andorra,Age-standardized,Both sexes,2019,209.63,311.62,120.65
DALYs,Number,Air pollution,All causes,Montenegro,All ages,Both sexes,2019,16400.25,20755.54,12570.59
DALYs,Rate,Air pollution,All causes,Montenegro,All ages,Both sexes,2019,2643.75,3345.83,2026.41
DALYs,Rate,Air pollution,All causes,Montenegro,Age-standardized,Both sexes,2019,1728.81,2174.29,1324.04
DALYs,Rate,Air pollution,All causes,Estonia,All ages,Both sexes,2019,324.08,594.58,118.36
DALYs,Rate,Air pollution,All causes,Estonia,Age-standardized,Both sexes,2019,177.96,320.29,65.80
DALYs,Rate,Air pollution,All causes,Slovakia,All ages,Both sexes,2019,1442.86,1834.30,1069.85
DALYs,Rate,Air pollution,All causes,Slovakia,Age-standardized,Both sexes,2019,894.91,1146.42,668.05
